AFFYMETRIX_3PRIME_IVT_ID	Name	Species	name_abbr
11752708_a_at	CRK like proto-oncogene, adaptor protein(CRKL)	Homo sapiens	CRKL
11718994_x_at	CRK like proto-oncogene, adaptor protein(CRKL)	Homo sapiens	CRKL
11718993_at	CRK like proto-oncogene, adaptor protein(CRKL)	Homo sapiens	CRKL
11716502_x_at	collapsin response mediator protein 1(CRMP1)	Homo sapiens	CRMP1
11716504_x_at	collapsin response mediator protein 1(CRMP1)	Homo sapiens	CRMP1
11716503_a_at	collapsin response mediator protein 1(CRMP1)	Homo sapiens	CRMP1
11716501_a_at	collapsin response mediator protein 1(CRMP1)	Homo sapiens	CRMP1
11744471_s_at	C-reactive protein(CRP)	Homo sapiens	CRP
11734732_s_at	C-reactive protein(CRP)	Homo sapiens	CRP
11725376_at	hyaluronan and proteoglycan link protein 1(HAPLN1)	Homo sapiens	HAPLN1
11725374_at	hyaluronan and proteoglycan link protein 1(HAPLN1)	Homo sapiens	HAPLN1
11725375_at	hyaluronan and proteoglycan link protein 1(HAPLN1)	Homo sapiens	HAPLN1
11728381_at	cone-rod homeobox(CRX)	Homo sapiens	CRX
11728382_s_at	cone-rod homeobox(CRX)	Homo sapiens	CRX
11723709_a_at	cryptochrome circadian regulator 1(CRY1)	Homo sapiens	CRY1
11719311_a_at	cryptochrome circadian regulator 2(CRY2)	Homo sapiens	CRY2
11719310_a_at	cryptochrome circadian regulator 2(CRY2)	Homo sapiens	CRY2
11715620_a_at	crystallin alpha B(CRYAB)	Homo sapiens	CRYAB
11760348_at	crystallin alpha B(CRYAB)	Homo sapiens	CRYAB
11718410_at	crystallin beta A1(CRYBA1)	Homo sapiens	CRYBA1
11722037_at	crystallin beta A2(CRYBA2)	Homo sapiens	CRYBA2
11716732_at	crystallin beta A4(CRYBA4)	Homo sapiens	CRYBA4
11724500_at	crystallin beta B1(CRYBB1)	Homo sapiens	CRYBB1
11715785_at	crystallin beta B2(CRYBB2)	Homo sapiens	CRYBB2
11729939_at	crystallin beta B3(CRYBB3)	Homo sapiens	CRYBB3
11730101_a_at	crystallin gamma A(CRYGA)	Homo sapiens	CRYGA
11729518_a_at	complement C1q like 2(C1QL2)	Homo sapiens	C1QL2
11737154_at	crystallin gamma B(CRYGB)	Homo sapiens	CRYGB
11727581_at	crystallin gamma C(CRYGC)	Homo sapiens	CRYGC
11729340_at	crystallin gamma D(CRYGD)	Homo sapiens	CRYGD
11755040_a_at	crystallin gamma S(CRYGS)	Homo sapiens	CRYGS
11721887_a_at	crystallin mu(CRYM)	Homo sapiens	CRYM
11719891_s_at	crystallin zeta(CRYZ)	Homo sapiens	CRYZ
11760113_at	citrate synthase(CS)	Homo sapiens	CS
11748037_s_at	citrate synthase(CS)	Homo sapiens	CS
11748038_s_at	citrate synthase(CS)	Homo sapiens	CS
11749297_a_at	mitogen-activated protein kinase 14(MAPK14)	Homo sapiens	MAPK14
11717276_s_at	mitogen-activated protein kinase 14(MAPK14)	Homo sapiens	MAPK14
11759946_at	mitogen-activated protein kinase 14(MAPK14)	Homo sapiens	MAPK14
11742204_a_at	mitogen-activated protein kinase 14(MAPK14)	Homo sapiens	MAPK14
11753885_a_at	mitogen-activated protein kinase 14(MAPK14)	Homo sapiens	MAPK14
11742487_a_at	mitogen-activated protein kinase 14(MAPK14)	Homo sapiens	MAPK14
11722169_x_at	chromosome segregation 1 like(CSE1L)	Homo sapiens	CSE1L
11746367_a_at	chromosome segregation 1 like(CSE1L)	Homo sapiens	CSE1L
11722168_a_at	chromosome segregation 1 like(CSE1L)	Homo sapiens	CSE1L
11737201_at	colony stimulating factor 1(CSF1)	Homo sapiens	CSF1
11739628_a_at	colony stimulating factor 1(CSF1)	Homo sapiens	CSF1
11738854_a_at	colony stimulating factor 1(CSF1)	Homo sapiens	CSF1
11749817_a_at	colony stimulating factor 1 receptor(CSF1R)	Homo sapiens	CSF1R
11716993_a_at	colony stimulating factor 1 receptor(CSF1R)	Homo sapiens	CSF1R
11752273_a_at	colony stimulating factor 1 receptor(CSF1R)	Homo sapiens	CSF1R
11728876_at	colony stimulating factor 2(CSF2)	Homo sapiens	CSF2
11751225_s_at	colony stimulating factor 2 receptor subunit alpha(CSF2RA)	Homo sapiens	CSF2RA
11749844_x_at	colony stimulating factor 2 receptor subunit alpha(CSF2RA)	Homo sapiens	CSF2RA
11738858_x_at	colony stimulating factor 2 receptor subunit alpha(CSF2RA)	Homo sapiens	CSF2RA
11734938_x_at	colony stimulating factor 2 receptor subunit alpha(CSF2RA)	Homo sapiens	CSF2RA
11758608_s_at	colony stimulating factor 2 receptor subunit beta(CSF2RB)	Homo sapiens	CSF2RB
11722724_a_at	colony stimulating factor 2 receptor subunit beta(CSF2RB)	Homo sapiens	CSF2RB
11722725_a_at	colony stimulating factor 2 receptor subunit beta(CSF2RB)	Homo sapiens	CSF2RB
11729514_a_at	colony stimulating factor 3(CSF3)	Homo sapiens	CSF3
11729513_x_at	colony stimulating factor 3(CSF3)	Homo sapiens	CSF3
11729512_a_at	colony stimulating factor 3(CSF3)	Homo sapiens	CSF3
11756441_x_at	colony stimulating factor 3 receptor(CSF3R)	Homo sapiens	CSF3R
11740932_a_at	colony stimulating factor 3 receptor(CSF3R)	Homo sapiens	CSF3R
11756755_x_at	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	CSH1
11742994_x_at	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	CSH1
11742653_x_at	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	CSH1
11740165_x_at	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	CSH1
11742406_x_at	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	CSH1
11745920_x_at	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	CSH1
11734709_x_at	chorionic somatomammotropin hormone 1(CSH1)	Homo sapiens	CSH1
11756483_x_at	chorionic somatomammotropin hormone like 1(CSHL1)	Homo sapiens	CSHL1
11742645_x_at	chorionic somatomammotropin hormone like 1(CSHL1)	Homo sapiens	CSHL1
11724484_a_at	C-terminal Src kinase(CSK)	Homo sapiens	CSK
11724485_x_at	C-terminal Src kinase(CSK)	Homo sapiens	CSK
11751031_a_at	C-terminal Src kinase(CSK)	Homo sapiens	CSK
11740061_a_at	C-terminal Src kinase(CSK)	Homo sapiens	CSK
11738371_at	casein alpha s1(CSN1S1)	Homo sapiens	CSN1S1
11733766_at	casein beta(CSN2)	Homo sapiens	CSN2
11734580_at	casein kappa(CSN3)	Homo sapiens	CSN3
11748687_s_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11763318_s_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11736307_x_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11762434_s_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11736308_s_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11762453_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11736309_a_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11763319_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11756304_x_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11748688_x_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11736310_x_at	casein kinase 1 alpha 1(CSNK1A1)	Homo sapiens	CSNK1A1
11763311_a_at	casein kinase 1 delta(CSNK1D)	Homo sapiens	CSNK1D
11750012_a_at	casein kinase 1 delta(CSNK1D)	Homo sapiens	CSNK1D
11739917_a_at	casein kinase 1 delta(CSNK1D)	Homo sapiens	CSNK1D
11754298_x_at	casein kinase 1 delta(CSNK1D)	Homo sapiens	CSNK1D
11750013_x_at	casein kinase 1 delta(CSNK1D)	Homo sapiens	CSNK1D
11735711_a_at	casein kinase 1 gamma 2(CSNK1G2)	Homo sapiens	CSNK1G2
11757180_a_at	casein kinase 1 gamma 2(CSNK1G2)	Homo sapiens	CSNK1G2
11735712_x_at	casein kinase 1 gamma 2(CSNK1G2)	Homo sapiens	CSNK1G2
11735713_x_at	casein kinase 1 gamma 2(CSNK1G2)	Homo sapiens	CSNK1G2
11758255_s_at	casein kinase 1 gamma 3(CSNK1G3)	Homo sapiens	CSNK1G3
11726033_x_at	casein kinase 1 gamma 3(CSNK1G3)	Homo sapiens	CSNK1G3
11752733_a_at	casein kinase 1 gamma 3(CSNK1G3)	Homo sapiens	CSNK1G3
11726032_a_at	casein kinase 1 gamma 3(CSNK1G3)	Homo sapiens	CSNK1G3
11726031_a_at	casein kinase 1 gamma 3(CSNK1G3)	Homo sapiens	CSNK1G3
11733783_a_at	casein kinase 2 alpha 1(CSNK2A1)	Homo sapiens	CSNK2A1
11740087_s_at	casein kinase 2 alpha 1(CSNK2A1)	Homo sapiens	CSNK2A1
11762083_at	casein kinase 2 alpha 1(CSNK2A1)	Homo sapiens	CSNK2A1
11740086_a_at	casein kinase 2 alpha 1(CSNK2A1)	Homo sapiens	CSNK2A1
11716807_a_at	casein kinase 2 alpha 2(CSNK2A2)	Homo sapiens	CSNK2A2
11763322_s_at	casein kinase 2 alpha 2(CSNK2A2)	Homo sapiens	CSNK2A2
11763321_at	casein kinase 2 alpha 2(CSNK2A2)	Homo sapiens	CSNK2A2
11737947_s_at	casein kinase 2 beta(CSNK2B)	Homo sapiens	CSNK2B
11747530_a_at	casein kinase 2 beta(CSNK2B)	Homo sapiens	CSNK2B
11760181_a_at	casein kinase 2 beta(CSNK2B)	Homo sapiens	CSNK2B
11745786_a_at	casein kinase 2 beta(CSNK2B)	Homo sapiens	CSNK2B
11723718_a_at	casein kinase 2 beta(CSNK2B)	Homo sapiens	CSNK2B
11760180_at	casein kinase 2 beta(CSNK2B)	Homo sapiens	CSNK2B
11757576_x_at	casein kinase 2 beta(CSNK2B)	Homo sapiens	CSNK2B
11760056_at	versican(VCAN)	Homo sapiens	VCAN
11742207_a_at	versican(VCAN)	Homo sapiens	VCAN
11755009_s_at	versican(VCAN)	Homo sapiens	VCAN
11742208_a_at	versican(VCAN)	Homo sapiens	VCAN
11748164_a_at	versican(VCAN)	Homo sapiens	VCAN
11748311_s_at	versican(VCAN)	Homo sapiens	VCAN
11759402_s_at	versican(VCAN)	Homo sapiens	VCAN
11757783_s_at	versican(VCAN)	Homo sapiens	VCAN
11759403_x_at	versican(VCAN)	Homo sapiens	VCAN
11752214_a_at	neurocan(NCAN)	Homo sapiens	NCAN
11724892_a_at	neurocan(NCAN)	Homo sapiens	NCAN
11739548_at	chondroitin sulfate proteoglycan 4(CSPG4)	Homo sapiens	CSPG4
11739547_at	chondroitin sulfate proteoglycan 4(CSPG4)	Homo sapiens	CSPG4
11759373_a_at	cysteine and glycine rich protein 1(CSRP1)	Homo sapiens	CSRP1
11748518_a_at	cysteine and glycine rich protein 1(CSRP1)	Homo sapiens	CSRP1
11730216_x_at	cysteine and glycine rich protein 1(CSRP1)	Homo sapiens	CSRP1
11754493_a_at	cysteine and glycine rich protein 1(CSRP1)	Homo sapiens	CSRP1
11754068_a_at	cysteine and glycine rich protein 1(CSRP1)	Homo sapiens	CSRP1
11741612_a_at	cysteine and glycine rich protein 1(CSRP1)	Homo sapiens	CSRP1
11730215_a_at	cysteine and glycine rich protein 1(CSRP1)	Homo sapiens	CSRP1
11729239_x_at	cysteine and glycine rich protein 2(CSRP2)	Homo sapiens	CSRP2
11729238_a_at	cysteine and glycine rich protein 2(CSRP2)	Homo sapiens	CSRP2
11718317_at	solute carrier family 25 member 10(SLC25A10)	Homo sapiens	SLC25A10
11718316_at	solute carrier family 25 member 10(SLC25A10)	Homo sapiens	SLC25A10
11730184_at	cystatin SN(CST1)	Homo sapiens	CST1
11730185_x_at	cystatin SN(CST1)	Homo sapiens	CST1
11730974_x_at	cystatin SA(CST2)	Homo sapiens	CST2
11715358_x_at	cystatin C(CST3)	Homo sapiens	CST3
11757288_s_at	cystatin C(CST3)	Homo sapiens	CST3
11737784_x_at	cystatin S(CST4)	Homo sapiens	CST4
11741164_at	cystatin D(CST5)	Homo sapiens	CST5
11724322_a_at	cystatin E/M(CST6)	Homo sapiens	CST6
11719480_a_at	cystatin A(CSTA)	Homo sapiens	CSTA
11728320_a_at	cystatin B(CSTB)	Homo sapiens	CSTB
11758318_s_at	cystatin B(CSTB)	Homo sapiens	CSTB
11757287_x_at	cystatin B(CSTB)	Homo sapiens	CSTB
11754056_x_at	cystatin B(CSTB)	Homo sapiens	CSTB
11739100_a_at	cleavage stimulation factor subunit 1(CSTF1)	Homo sapiens	CSTF1
11739099_a_at	cleavage stimulation factor subunit 1(CSTF1)	Homo sapiens	CSTF1
11758689_s_at	cleavage stimulation factor subunit 1(CSTF1)	Homo sapiens	CSTF1
11741029_x_at	cleavage stimulation factor subunit 1(CSTF1)	Homo sapiens	CSTF1
11722402_a_at	cleavage stimulation factor subunit 2(CSTF2)	Homo sapiens	CSTF2
11759641_at	cleavage stimulation factor subunit 2(CSTF2)	Homo sapiens	CSTF2
11717642_a_at	cleavage stimulation factor subunit 3(CSTF3)	Homo sapiens	CSTF3
11723798_a_at	cleavage stimulation factor subunit 3(CSTF3)	Homo sapiens	CSTF3
11727579_s_at	cleavage stimulation factor subunit 3(CSTF3)	Homo sapiens	CSTF3
11723799_x_at	cleavage stimulation factor subunit 3(CSTF3)	Homo sapiens	CSTF3
11727580_x_at	cleavage stimulation factor subunit 3(CSTF3)	Homo sapiens	CSTF3
11761300_a_at	NK2 homeobox 5(NKX2-5)	Homo sapiens	NKX2-5
11728859_at	NK2 homeobox 5(NKX2-5)	Homo sapiens	NKX2-5
11733697_s_at	cancer/testis antigen 1B(CTAG1B)	Homo sapiens	CTAG1B
11732688_x_at	UBX domain protein 2A(UBXN2A)	Homo sapiens	UBXN2A
11753513_a_at	UBX domain protein 2A(UBXN2A)	Homo sapiens	UBXN2A
11749832_x_at	UBX domain protein 2A(UBXN2A)	Homo sapiens	UBXN2A
11732687_a_at	UBX domain protein 2A(UBXN2A)	Homo sapiens	UBXN2A
11747913_x_at	UBX domain protein 2A(UBXN2A)	Homo sapiens	UBXN2A
11758281_s_at	chitobiase(CTBS)	Homo sapiens	CTBS
11731576_a_at	chitobiase(CTBS)	Homo sapiens	CTBS
11731575_a_at	chitobiase(CTBS)	Homo sapiens	CTBS
11719961_s_at	C-terminal binding protein 1(CTBP1)	Homo sapiens	CTBP1
11738637_a_at	C-terminal binding protein 1(CTBP1)	Homo sapiens	CTBP1
11719960_a_at	C-terminal binding protein 1(CTBP1)	Homo sapiens	CTBP1
11745679_a_at	C-terminal binding protein 1(CTBP1)	Homo sapiens	CTBP1
11740001_x_at	C-terminal binding protein 2(CTBP2)	Homo sapiens	CTBP2
11747782_x_at	C-terminal binding protein 2(CTBP2)	Homo sapiens	CTBP2
11743316_x_at	C-terminal binding protein 2(CTBP2)	Homo sapiens	CTBP2
11740002_a_at	C-terminal binding protein 2(CTBP2)	Homo sapiens	CTBP2
11750265_x_at	C-terminal binding protein 2(CTBP2)	Homo sapiens	CTBP2
11740085_x_at	C-terminal binding protein 2(CTBP2)	Homo sapiens	CTBP2
11744671_x_at	C-terminal binding protein 2(CTBP2)	Homo sapiens	CTBP2
11726200_at	cardiotrophin 1(CTF1)	Homo sapiens	CTF1
11715441_a_at	cellular communication network factor 2(CCN2)	Homo sapiens	CCN2
11715442_s_at	cellular communication network factor 2(CCN2)	Homo sapiens	CCN2
11715440_a_at	cellular communication network factor 2(CCN2)	Homo sapiens	CCN2
11742278_a_at	cystathionine gamma-lyase(CTH)	Homo sapiens	CTH
11730637_a_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens	CTLA4
11730636_a_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens	CTLA4
11753866_x_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens	CTLA4
11753826_x_at	cytotoxic T-lymphocyte associated protein 4(CTLA4)	Homo sapiens	CTLA4
11727396_a_at	catenin alpha 1(CTNNA1)	Homo sapiens	CTNNA1
11727397_s_at	catenin alpha 1(CTNNA1)	Homo sapiens	CTNNA1
11761924_at	catenin alpha 1(CTNNA1)	Homo sapiens	CTNNA1
11754811_x_at	catenin alpha 1(CTNNA1)	Homo sapiens	CTNNA1
11749005_a_at	catenin alpha 1(CTNNA1)	Homo sapiens	CTNNA1
11750386_s_at	catenin alpha 1(CTNNA1)	Homo sapiens	CTNNA1
11749673_x_at	catenin alpha 1(CTNNA1)	Homo sapiens	CTNNA1
11736138_x_at	catenin alpha 2(CTNNA2)	Homo sapiens	CTNNA2
11736137_a_at	catenin alpha 2(CTNNA2)	Homo sapiens	CTNNA2
11748471_a_at	catenin alpha 2(CTNNA2)	Homo sapiens	CTNNA2
11748472_x_at	catenin alpha 2(CTNNA2)	Homo sapiens	CTNNA2
11752063_x_at	catenin alpha 2(CTNNA2)	Homo sapiens	CTNNA2
11748010_a_at	catenin alpha 2(CTNNA2)	Homo sapiens	CTNNA2
11749849_x_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11733927_x_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11749063_a_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11749064_x_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11749848_a_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11729462_a_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11729461_a_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11733926_a_at	cystinosin, lysosomal cystine transporter(CTNS)	Homo sapiens	CTNS
11722167_s_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11749022_x_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11749021_s_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11750680_x_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11747387_a_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11747388_x_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11748952_x_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11748951_a_at	catenin beta 1(CTNNB1)	Homo sapiens	CTNNB1
11748204_a_at	catenin delta 2(CTNND2)	Homo sapiens	CTNND2
11730234_x_at	catenin delta 2(CTNND2)	Homo sapiens	CTNND2
11750096_a_at	catenin delta 2(CTNND2)	Homo sapiens	CTNND2
11750097_x_at	catenin delta 2(CTNND2)	Homo sapiens	CTNND2
11730233_s_at	catenin delta 2(CTNND2)	Homo sapiens	CTNND2
11747890_a_at	CTP synthase 1(CTPS1)	Homo sapiens	CTPS1
11750141_a_at	CTP synthase 1(CTPS1)	Homo sapiens	CTPS1
11743908_a_at	CTP synthase 1(CTPS1)	Homo sapiens	CTPS1
11743907_a_at	CTP synthase 1(CTPS1)	Homo sapiens	CTPS1
11757286_s_at	chymotrypsinogen B1(CTRB1)	Homo sapiens	CTRB1
11760797_at	SUGT1P4-STRA6LP readthrough(SUGT1P4-STRA6LP)	Homo sapiens	SUGT1P4-STRA6LP
11750934_a_at	SUGT1P4-STRA6LP readthrough(SUGT1P4-STRA6LP)	Homo sapiens	SUGT1P4-STRA6LP
11747165_a_at	SUGT1P4-STRA6LP readthrough(SUGT1P4-STRA6LP)	Homo sapiens	SUGT1P4-STRA6LP
11728341_a_at	chymotrypsin like(CTRL)	Homo sapiens	CTRL
11716716_x_at	cathepsin B(CTSB)	Homo sapiens	CTSB
11756947_a_at	cathepsin B(CTSB)	Homo sapiens	CTSB
11754977_x_at	cathepsin B(CTSB)	Homo sapiens	CTSB
11716715_a_at	cathepsin B(CTSB)	Homo sapiens	CTSB
11755925_s_at	cathepsin D(CTSD)	Homo sapiens	CTSD
11757307_s_at	cathepsin D(CTSD)	Homo sapiens	CTSD
11757848_s_at	cathepsin D(CTSD)	Homo sapiens	CTSD
11743575_a_at	coiled-coil domain containing 180(CCDC180)	Homo sapiens	CCDC180
11746753_a_at	coiled-coil domain containing 180(CCDC180)	Homo sapiens	CCDC180
11743162_a_at	cathepsin E(CTSE)	Homo sapiens	CTSE
11723339_at	cathepsin G(CTSG)	Homo sapiens	CTSG
11761635_at	cathepsin H(CTSH)	Homo sapiens	CTSH
11757383_a_at	cathepsin H(CTSH)	Homo sapiens	CTSH
11715496_a_at	cathepsin K(CTSK)	Homo sapiens	CTSK
11725332_a_at	cathepsin L(CTSL)	Homo sapiens	CTSL
11748774_x_at	cathepsin V(CTSV)	Homo sapiens	CTSV
11748773_a_at	cathepsin V(CTSV)	Homo sapiens	CTSV
11755521_a_at	cathepsin V(CTSV)	Homo sapiens	CTSV
11751798_a_at	cathepsin O(CTSO)	Homo sapiens	CTSO
11743321_at	cathepsin O(CTSO)	Homo sapiens	CTSO
11749589_x_at	cathepsin S(CTSS)	Homo sapiens	CTSS
11719554_at	cathepsin S(CTSS)	Homo sapiens	CTSS
11756292_a_at	cathepsin W(CTSW)	Homo sapiens	CTSW
11726594_at	cathepsin Z(CTSZ)	Homo sapiens	CTSZ
11717338_a_at	cut like homeobox 1(CUX1)	Homo sapiens	CUX1
11751749_a_at	cut like homeobox 1(CUX1)	Homo sapiens	CUX1
11732370_a_at	cut like homeobox 1(CUX1)	Homo sapiens	CUX1
11749496_a_at	cut like homeobox 1(CUX1)	Homo sapiens	CUX1
11723048_at	C-X3-C motif chemokine receptor 1(CX3CR1)	Homo sapiens	CX3CR1
11756847_a_at	C-X3-C motif chemokine receptor 1(CX3CR1)	Homo sapiens	CX3CR1
11720637_x_at	CXADR Ig-like cell adhesion molecule(CXADR)	Homo sapiens	CXADR
11754050_x_at	CXADR Ig-like cell adhesion molecule(CXADR)	Homo sapiens	CXADR
11753834_x_at	CXADR Ig-like cell adhesion molecule(CXADR)	Homo sapiens	CXADR
11758000_s_at	CXADR Ig-like cell adhesion molecule(CXADR)	Homo sapiens	CXADR
11757320_x_at	cytochrome b5 type A(CYB5A)	Homo sapiens	CYB5A
11754624_a_at	cytochrome b5 type A(CYB5A)	Homo sapiens	CYB5A
11753740_x_at	cytochrome b5 type A(CYB5A)	Homo sapiens	CYB5A
11753739_a_at	cytochrome b5 type A(CYB5A)	Homo sapiens	CYB5A
11751429_x_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11721691_x_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11749971_x_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11721693_a_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11721690_a_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11754284_s_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11751210_a_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11721692_x_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11761107_at	cytochrome b561(CYB561)	Homo sapiens	CYB561
11743968_a_at	cytochrome b-245 alpha chain(CYBA)	Homo sapiens	CYBA
11758263_s_at	cytochrome b-245 beta chain(CYBB)	Homo sapiens	CYBB
11727876_at	cytochrome b-245 beta chain(CYBB)	Homo sapiens	CYBB
11751821_a_at	cytochrome b-245 beta chain(CYBB)	Homo sapiens	CYBB
11749827_a_at	cytochrome b-245 beta chain(CYBB)	Homo sapiens	CYBB
11754027_x_at	cytochrome c1(CYC1)	Homo sapiens	CYC1
11757429_a_at	cytochrome c1(CYC1)	Homo sapiens	CYC1
11757524_x_at	cytochrome c1(CYC1)	Homo sapiens	CYC1
11755580_a_at	cylicin 1(CYLC1)	Homo sapiens	CYLC1
11735389_at	cylicin 2(CYLC2)	Homo sapiens	CYLC2
11735388_at	cylicin 2(CYLC2)	Homo sapiens	CYLC2
11723096_a_at	CYLD lysine 63 deubiquitinase(CYLD)	Homo sapiens	CYLD
11723093_a_at	CYLD lysine 63 deubiquitinase(CYLD)	Homo sapiens	CYLD
11723094_a_at	CYLD lysine 63 deubiquitinase(CYLD)	Homo sapiens	CYLD
11723095_a_at	CYLD lysine 63 deubiquitinase(CYLD)	Homo sapiens	CYLD
11727119_a_at	adenosine deaminase domain containing 1(ADAD1)	Homo sapiens	ADAD1
11726536_at	cytochrome P450 family 1 subfamily A member 1(CYP1A1)	Homo sapiens	CYP1A1
11754154_a_at	cytochrome P450 family 1 subfamily A member 1(CYP1A1)	Homo sapiens	CYP1A1
11732107_a_at	cytochrome P450 family 1 subfamily A member 2(CYP1A2)	Homo sapiens	CYP1A2
11732108_x_at	cytochrome P450 family 1 subfamily A member 2(CYP1A2)	Homo sapiens	CYP1A2
11720411_s_at	cytochrome P450 family 1 subfamily B member 1(CYP1B1)	Homo sapiens	CYP1B1
11745721_s_at	cytochrome P450 family 1 subfamily B member 1(CYP1B1)	Homo sapiens	CYP1B1
11720410_s_at	cytochrome P450 family 1 subfamily B member 1(CYP1B1)	Homo sapiens	CYP1B1
11747104_s_at	cytochrome P450 family 1 subfamily B member 1(CYP1B1)	Homo sapiens	CYP1B1
11720409_s_at	cytochrome P450 family 1 subfamily B member 1(CYP1B1)	Homo sapiens	CYP1B1
11726575_a_at	cytochrome P450 family 2 subfamily A member 6(CYP2A6)	Homo sapiens	CYP2A6
11742251_s_at	cytochrome P450 family 2 subfamily A member 6(CYP2A6)	Homo sapiens	CYP2A6
11726576_x_at	cytochrome P450 family 2 subfamily A member 6(CYP2A6)	Homo sapiens	CYP2A6
11763347_s_at	cytochrome P450 family 3 subfamily A member 7(CYP3A7)	Homo sapiens	CYP3A7
11763348_x_at	cytochrome P450 family 3 subfamily A member 7(CYP3A7)	Homo sapiens	CYP3A7
11732114_at	cytochrome P450 family 2 subfamily A member 13(CYP2A13)	Homo sapiens	CYP2A13
11734366_x_at	ZFP42 zinc finger protein(ZFP42)	Homo sapiens	ZFP42
11729453_s_at	cytochrome P450 family 2 subfamily B member 6(CYP2B6)	Homo sapiens	CYP2B6
11729454_x_at	cytochrome P450 family 2 subfamily B member 6(CYP2B6)	Homo sapiens	CYP2B6
11729455_x_at	cytochrome P450 family 2 subfamily B member 6(CYP2B6)	Homo sapiens	CYP2B6
11751293_x_at	cytochrome P450 family 2 subfamily B member 6(CYP2B6)	Homo sapiens	CYP2B6
11744556_x_at	cytochrome P450 family 2 subfamily B member 7, pseudogene(CYP2B7P)	Homo sapiens	CYP2B7P
11744555_at	cytochrome P450 family 2 subfamily B member 7, pseudogene(CYP2B7P)	Homo sapiens	CYP2B7P
11715318_s_at	cytochrome P450 family 2 subfamily C member 19(CYP2C19)	Homo sapiens	CYP2C19
11759475_at	cytochrome P450 family 2 subfamily C member 19(CYP2C19)	Homo sapiens	CYP2C19
11728250_s_at	cytochrome P450 family 2 subfamily C member 8(CYP2C8)	Homo sapiens	CYP2C8
11747879_a_at	cytochrome P450 family 2 subfamily C member 8(CYP2C8)	Homo sapiens	CYP2C8
11750452_a_at	cytochrome P450 family 2 subfamily C member 8(CYP2C8)	Homo sapiens	CYP2C8
11727472_x_at	cytochrome P450 family 2 subfamily C member 9(CYP2C9)	Homo sapiens	CYP2C9
11727471_a_at	cytochrome P450 family 2 subfamily C member 9(CYP2C9)	Homo sapiens	CYP2C9
11762721_x_at	cytochrome P450 family 2 subfamily C member 9(CYP2C9)	Homo sapiens	CYP2C9
11760391_at	cytochrome P450 family 2 subfamily C member 9(CYP2C9)	Homo sapiens	CYP2C9
11735078_s_at	cytochrome P450 family 2 subfamily C member 18(CYP2C18)	Homo sapiens	CYP2C18
